"id","input_data","full_response","response","feedback","created_at","parent_mlalgorithm_id"
"146","""We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties\u2019 privacy practices, please consult their privacy policies.""","{'paragraph': 'We receive information about you when you or your administrator integrate or link a third-party service with our Services, including information from the third party who provides the linked service. For example, if you create an account or log into the Services using your Google credentials, we receive your name and email address as permitted by your Google profile settings in order to authenticate you. We also provide options within the Services that enable you to link to services such as Slack and Salesforce, so you can receive real-time notifications and integrate content within those platforms. Our Prezi video feature allows you to upload videos and stream through other platforms. To learn more about these third parties’ privacy practices, please consult their privacy policies.', 'summary': 'We receive information about you when you or your administrator integrate or link a third-party', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:49.855139","1"
"147","""Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section""","{'paragraph': 'Marketing we use the information we collect including account contact service usage and survey information to send you information or materials via email about products offers and news we think might interest you in specific cases where we have your consent and you have provided us additional contact information we may contact you through other channels including telephone these communications are aimed at driving engagement and maximizing what you get out of the services including information about new features survey requests newsletters and events we think may be of interest to you  we also communicate with you about new product offers promotions and contests of prezi inc or its licensees or selected commercial partners you can control whether you receive these communications as described below under your choices  obligations section', 'summary': 'We use the information we collect including account contact service usage and survey information to send you', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:53.704930","1"
"148","""prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services""","{'paragraph': 'prezi inc companies we share information we have about you with other prezi inc affiliates including infogram in order to operate and improve products and services and to offer other prezi inc affiliated services to you,offering other services', 'summary': 'We share information we have about you with other prezi inc affiliates including infogram in', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:21:56.664756","1"
"149","""business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.""","{'paragraph': 'business transfers we may share or transfer information we collect under this privacy policy in connection with any merger sale of company assets financing or acquisition of all or a portion of our business to another company you will be notified via email and or a prominent notice on the services if a transaction takes place as well as any choices you may have regarding your information this is the process.', 'summary': 'We may share or transfer information we collect under this privacy policy in connection with any merger', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:22:00.365015","1"
"150","""process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above""","{'paragraph': 'process of account closure you may cancel your account and you may opt out of receiving marketing emails from us at any time in order to cancel your account opt out of or modify your personal information you must do so by logging in and visiting your settings  account page and following the instructions provided or go to our help support page we encourage you promptly to update your personal information when it changes information concerning your past behavior with the services may be retained by us as long as necessary for the purposes set out above', 'summary': 'You may cancel your account and you may opt out of receiving marketing emails from us at', 'label': 'data', 'status': 'OK'}","data","","2022-09-10 19:22:03.701402","1"
"151","{""paragraph"": ""we may share your personal information with third parties vendors consultants and other service providers who are working on our behalf and need access to your information to carry out their work for us""}","{'proba': 'true', 'label': array([0.05171202, 0.94828798]), 'status': 'OK'}","[0.05171202 0.94828798]","","2022-09-22 11:09:25.308431","1"
"152","""**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.""","{'paragraph': '**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.', 'summary': 'We keep track of certain information about you when you visit and interact with our Website or', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:24:20.005046","1"
"153","""**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.""","{'paragraph': '**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.', 'summary': 'We keep track of certain information about you when you visit and interact with our Website or', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:24:33.183242","1"
"154","""**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.""","{'paragraph': '**Automatic Data Collection:** We keep track of certain information about you when you visit and interact with our Website or Services. This information may include your Internet protocol (IP) address, user settings, MAC address, cookie identifiers, mobile carrier, mobile advertising and other unique identifiers, details about your browser, operating system or device, location information (including inferred location based off of your IP address), Internet service provider, pages that you visit before, during and after using the Website or Services, information about the links you click, information about how you interact with the Website or Services, including the frequency and duration of your activities, and other information about how you use the Website or Services. Information we collect may be associated with accounts and other devices.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:24:45.539266","1"
"155","""- Pursuing legitimate interests, such as direct marketing, research and development (including marketing research), network and information security, and fraud prevention;\r""","{'paragraph': '- Pursuing legitimate interests, such as direct marketing, research and development (including marketing research), network and information security, and fraud prevention;\r', 'summary': 'Pursuing legitimate interests, such as direct marketing, research and development. Network and', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:27:27.841254","1"
"156","""- Sending communications about new product features, promotions, Notion's strategic partners, and other news about Notion;\r""","{'paragraph': ""- Sending communications about new product features, promotions, Notion's strategic partners, and other news about Notion;\r"", 'summary': ""Notion sends communications about new product features, promotions, Notion's strategic partners,"", 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:27:31.042071","1"
"157","""- Measuring interest and engagement in our Services, including analyzing your usage of the Services;\r""","{'paragraph': '- Measuring interest and engagement in our Services, including analyzing your usage of the Services;\r', 'summary': ' - Measuring interest and engagement in our Services, including analyzing your usage of the Services', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:27:32.962803","1"
"158","""- Developing new products and services and improving the Services;\r""","{'paragraph': '- Developing new products and services and improving the Services;\r', 'summary': 'Developing new products and services and improving the Services; improving the services;', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:27:35.745731","1"
"159","""- Fulfilling our contract with you;\r""","{'paragraph': '- Fulfilling our contract with you;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:11.576965","1"
"160","""- Identifying and communicating with you, including providing newsletters and marketing materials;\r""","{'paragraph': '- Identifying and communicating with you, including providing newsletters and marketing materials;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:17.040327","1"
"161","""- Managing your information;\r""","{'paragraph': '- Managing your information;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:21.488930","1"
"162","""- Processing your payments and otherwise servicing your purchase orders;\r""","{'paragraph': '- Processing your payments and otherwise servicing your purchase orders;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:25.479942","1"
"163","""- Responding to questions, comments, and other requests;\r""","{'paragraph': '- Responding to questions, comments, and other requests;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:30.284027","1"
"164","""- Providing access to certain areas, functionalities, and features of our Services; and\r""","{'paragraph': '- Providing access to certain areas, functionalities, and features of our Services; and\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:34.447581","1"
"165","""- Answering requests for customer or technical support.\r""","{'paragraph': '- Answering requests for customer or technical support.\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:38.543759","1"
"166","""\r""","{'paragraph': '\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:43.711200","1"
"167","""**Serve Administrative and Communication Purposes, such as:**\r""","{'paragraph': '**Serve Administrative and Communication Purposes, such as:**\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:48.063517","1"
"168","""\r""","{'paragraph': '\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:52.436342","1"
"169","""- Pursuing legitimate interests, such as direct marketing, research and development (including marketing research), network and information security, and fraud prevention;\r""","{'paragraph': '- Pursuing legitimate interests, such as direct marketing, research and development (including marketing research), network and information security, and fraud prevention;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:29:59.413320","1"
"170","""- Sending communications about new product features, promotions, Notion's strategic partners, and other news about Notion;\r""","{'paragraph': ""- Sending communications about new product features, promotions, Notion's strategic partners, and other news about Notion;\r"", 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:09.615581","1"
"171","""- Measuring interest and engagement in our Services, including analyzing your usage of the Services;\r""","{'paragraph': '- Measuring interest and engagement in our Services, including analyzing your usage of the Services;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:19.200169","1"
"172","""- Developing new products and services and improving the Services;\r""","{'paragraph': '- Developing new products and services and improving the Services;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:27.010321","1"
"173","""- Ensuring internal quality control and safety;\r""","{'paragraph': '- Ensuring internal quality control and safety;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:34.871120","1"
"174","""- Authenticating and verifying individual identities;\r""","{'paragraph': '- Authenticating and verifying individual identities;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:41.656886","1"
"175","""- Carrying out audits;\r""","{'paragraph': '- Carrying out audits;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:48.267912","1"
"176","""- Communicating with you about your account, activities on our Services and Privacy Policy changes;\r""","{'paragraph': '- Communicating with you about your account, activities on our Services and Privacy Policy changes;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:30:55.381650","1"
"177","""- Preventing and prosecuting potentially prohibited or illegal activities;\r""","{'paragraph': '- Preventing and prosecuting potentially prohibited or illegal activities;\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:31:03.418458","1"
"178","""- Enforcing our agreements; and\r""","{'paragraph': '- Enforcing our agreements; and\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:31:13.460425","1"
"179","""- Complying with our legal obligations""","{'paragraph': '- Complying with our legal obligations', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 08:31:21.310550","1"
"180","""**Job Applications**. We may post job openings and opportunities on the Website or Services. If you reply to one of these postings by submitting your application, CV and/or cover letter to us, we will collect and use your information to assess your qualifications.""","{'paragraph': '**Job Applications**. We may post job openings and opportunities on the Website or Services. If you reply to one of these postings by submitting your application, CV and/or cover letter to us, we will collect and use your information to assess your qualifications.', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 16:07:03.388526","1"
"181","""**Job Applications**. We may post job openings and opportunities on the Website or Services. If you reply to one of these postings by submitting your application, CV and/or cover letter to us, we will collect and use your information to assess your qualifications.""","{'status': 'Error', 'message': ""'summary'""}","error","","2022-09-30 16:07:24.462554","1"
"182","""**Job Applications**. We may post job openings and opportunities on the Website or Services. If you reply to one of these postings by submitting your application, CV and/or cover letter to us, we will collect and use your information to assess your qualifications.""","{'status': 'Error', 'message': ""'summary'""}","error","","2022-09-30 16:08:00.327434","1"
"183","""we may as well use your information and email address to contact you regarding your inquiry when issuing a customer support request\r""","{'paragraph': 'we may as well use your information and email address to contact you regarding your inquiry when issuing a customer support request\r', 'summary': '""We may as well use your information and email address to contact you regarding your inquiry', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 23:56:59.816375","1"
"184","""send your information to those with whom you choose to communicate you share your information including messages as you use and communicate through our services""","{'paragraph': 'send your information to those with whom you choose to communicate you share your information including messages as you use and communicate through our services', 'summary': 'Send your information to those with whom you choose to communicate. You share your information including', 'label': 'data', 'status': 'OK'}","data","","2022-09-30 23:57:01.965754","1"
"185","""we may as well use your information and email address to contact you regarding your inquiry when issuing a customer support request\r""","{'paragraph': 'we may as well use your information and email address to contact you regarding your inquiry when issuing a customer support request\r', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-10-01 19:19:55.246725","1"
"186","""send your information to those with whom you choose to communicate you share your information including messages as you use and communicate through our services""","{'paragraph': 'send your information to those with whom you choose to communicate you share your information including messages as you use and communicate through our services', 'summary': 'sharing information with other providers ', 'label': 'data', 'status': 'OK'}","data","","2022-10-01 19:19:59.567197","1"
